embedding_model,topic_id,topic_label,document_id,score,x,y,density,color,label,cohesive
all-mpnet-base-v2,3,Fact-Checking & Verification,109,,9.997775,3.3528187,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,259,,10.162691,3.608133,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,297,,10.076323,3.4895964,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,348,,10.305067,3.5776215,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,381,,10.339844,3.413837,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,383,,10.067225,3.3957052,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,436,,10.155827,3.4936888,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,453,,9.84963,3.3937762,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,462,,10.187349,3.306613,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,3,Fact-Checking & Verification,464,,10.199179,3.3962862,0.21909530460834503,"(0.17254901960784313, 0.6274509803921569, 0.17254901960784313, 1.0)","T3
0.22",True
all-mpnet-base-v2,4,"discovery, sensing",306,,9.041265,5.9613643,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",392,,9.325476,6.126994,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",397,,8.972653,6.2202215,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",408,,9.2240095,6.0496283,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",424,,9.578041,5.7352204,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",447,,9.179432,6.319502,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",458,,8.883627,6.07224,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",471,,8.870652,6.0580716,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",472,,8.87059,6.0554028,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",473,,8.84186,6.2839284,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",479,,8.987028,5.95592,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,4,"discovery, sensing",486,,8.95021,6.0849023,0.32832929491996765,"(0.596078431372549, 0.8745098039215686, 0.5411764705882353, 1.0)","T4
0.33",True
all-mpnet-base-v2,5,Fact-Checking & Verification,118,,9.953089,3.6753683,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,237,,10.1033,4.1736445,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,273,,10.057308,4.073078,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,304,,9.811956,4.016635,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,338,,9.836264,3.9701297,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,353,,9.943036,4.274081,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,410,,10.093683,3.978741,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,411,,9.95184,3.8538625,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,419,,9.789825,3.713543,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,420,,9.894065,4.28771,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,456,,9.982593,4.4553065,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,5,Fact-Checking & Verification,466,,9.889411,3.6558437,0.35089826583862305,"(0.8392156862745098, 0.15294117647058825, 0.1568627450980392, 1.0)","T5
0.35",True
all-mpnet-base-v2,6,"evidence, graph",39,,6.571227,9.106203,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",101,,6.345492,9.277129,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",115,,6.291443,9.29902,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",212,,6.610255,9.202308,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",214,,6.576434,9.070849,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",223,,6.7549424,9.390816,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",298,,6.850251,9.155375,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",300,,6.678553,9.082917,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",303,,6.546228,9.125947,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",343,,6.394474,9.181549,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",345,,6.4645095,9.213237,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,6,"evidence, graph",376,,6.52926,8.977176,0.25091326236724854,"(1.0, 0.596078431372549, 0.5882352941176471, 1.0)","T6
0.25",True
all-mpnet-base-v2,8,Misinformation & Propaganda,32,,12.199352,5.833533,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,93,,12.011624,6.0593615,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,182,,12.400548,5.966272,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,183,,11.88581,6.010885,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,196,,12.290492,6.0387554,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,309,,12.404262,6.0279775,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,320,,12.286852,5.778892,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,337,,12.375813,5.785806,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,361,,12.430931,6.1027513,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,8,Misinformation & Propaganda,367,,12.093269,5.9163976,0.28327205777168274,"(0.7725490196078432, 0.6901960784313725, 0.8352941176470589, 1.0)","T8
0.28",True
all-mpnet-base-v2,11,Misinformation & Propaganda,34,,11.797015,5.876631,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,65,,11.513895,5.7108846,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,180,,11.616614,5.767833,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,191,,11.8884325,5.724975,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,244,,11.709338,5.9455385,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,310,,11.722424,5.6993117,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,316,,11.735307,5.8156896,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,318,,11.777543,5.773149,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,11,Misinformation & Propaganda,335,,12.030413,5.5664096,0.23200252652168274,"(0.8901960784313725, 0.4666666666666667, 0.7607843137254902, 1.0)","T11
0.23",True
all-mpnet-base-v2,12,"fever, wikipedia",47,,7.129168,8.725993,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",202,,7.2083125,8.948756,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",231,,7.2613306,9.053005,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",293,,7.435466,9.007393,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",299,,6.960118,9.150021,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",340,,7.2376137,8.877439,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",396,,7.2125673,9.022256,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",426,,6.91726,8.894209,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,12,"fever, wikipedia",427,,6.9408727,9.15935,0.2869777977466583,"(0.9686274509803922, 0.7137254901960784, 0.8235294117647058, 1.0)","T12
0.29",True
all-mpnet-base-v2,13,"sources, information",336,,8.282831,7.1798377,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",382,,8.259271,7.3451905,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",423,,8.01088,7.6023927,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",441,,8.104044,7.6701016,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",467,,8.142403,7.8515115,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",469,,8.212783,7.461585,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",481,,8.217889,7.3547897,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",483,,8.199374,7.4526863,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,13,"sources, information",485,,8.306868,7.2356424,0.28599804639816284,"(0.4980392156862745, 0.4980392156862745, 0.4980392156862745, 1.0)","T13
0.29",True
all-mpnet-base-v2,14,"claim, verification",3,,7.63871,9.276998,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",22,,7.493207,9.537767,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",45,,7.242782,9.527536,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",110,,7.581673,9.619296,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",112,,7.692726,9.236438,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",136,,7.3513165,9.6031065,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",228,,7.579104,9.441057,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",290,,7.457636,9.55887,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,14,"claim, verification",307,,7.637109,9.147547,0.288090318441391,"(0.7803921568627451, 0.7803921568627451, 0.7803921568627451, 1.0)","T14
0.29",True
all-mpnet-base-v2,15,"explanations, reasoning",19,,6.736412,7.685104,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",106,,6.810378,7.8969474,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",113,,6.7255106,8.034306,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",124,,6.7678833,7.8773775,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",211,,6.8186994,7.6084843,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",232,,6.619431,8.031547,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",346,,6.686959,7.642953,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,15,"explanations, reasoning",359,,6.971258,7.8012347,0.25546377897262573,"(0.7372549019607844, 0.7411764705882353, 0.13333333333333333, 1.0)","T15
0.26",True
all-mpnet-base-v2,17,Misinformation & Propaganda,9,,12.169053,10.366251,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,16,,12.2948065,10.366245,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,31,,12.201275,10.290514,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,94,,12.113991,10.432042,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,181,,12.136697,10.511316,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,216,,12.288918,10.499787,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,236,,12.237561,10.259467,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,17,Misinformation & Propaganda,264,,12.323348,10.480125,0.1631806343793869,"(0.09019607843137255, 0.7450980392156863, 0.8117647058823529, 1.0)","T17
0.16",True
all-mpnet-base-v2,19,Rumor on Social Media,198,,10.435101,3.8921132,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,229,,10.791286,3.75116,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,256,,10.771742,3.7163293,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,268,,10.492943,3.892269,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,274,,10.693711,4.0210094,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,276,,10.724227,4.049948,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,393,,10.52274,3.6507084,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,19,Rumor on Social Media,409,,10.686135,4.0204515,0.2650768756866455,"(0.12156862745098039, 0.4666666666666667, 0.7058823529411765, 1.0)","T19
0.27",True
all-mpnet-base-v2,20,Fact-Checking & Verification,40,,8.083028,8.916825,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,20,Fact-Checking & Verification,137,,7.8177814,8.992145,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,20,Fact-Checking & Verification,208,,8.145293,9.095526,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,20,Fact-Checking & Verification,209,,8.032826,9.006975,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,20,Fact-Checking & Verification,308,,7.949402,8.859226,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,20,Fact-Checking & Verification,386,,8.077756,8.975311,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,20,Fact-Checking & Verification,417,,8.190357,8.886187,0.19344329833984375,"(0.6823529411764706, 0.7803921568627451, 0.9098039215686274, 1.0)","T20
0.19",True
all-mpnet-base-v2,21,Fact-Checking & Verification,27,,11.503241,10.393046,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,21,Fact-Checking & Verification,46,,11.281404,10.471077,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,21,Fact-Checking & Verification,108,,11.191151,10.437506,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,21,Fact-Checking & Verification,138,,11.264049,10.474882,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,21,Fact-Checking & Verification,147,,11.302051,10.353046,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,21,Fact-Checking & Verification,281,,11.555951,10.384199,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,21,Fact-Checking & Verification,285,,11.293626,10.454252,0.1721358299255371,"(1.0, 0.4980392156862745, 0.054901960784313725, 1.0)","T21
0.17",True
all-mpnet-base-v2,22,Fact-Checking & Verification,282,,8.196758,9.540757,0.21112246811389923,"(1.0, 0.7333333333333333, 0.47058823529411764, 1.0)","T22
0.21",True
all-mpnet-base-v2,22,Fact-Checking & Verification,360,,8.615485,9.603653,0.21112246811389923,"(1.0, 0.7333333333333333, 0.47058823529411764, 1.0)","T22
0.21",True
all-mpnet-base-v2,22,Fact-Checking & Verification,388,,8.276599,9.473433,0.21112246811389923,"(1.0, 0.7333333333333333, 0.47058823529411764, 1.0)","T22
0.21",True
all-mpnet-base-v2,22,Fact-Checking & Verification,399,,8.522633,9.464688,0.21112246811389923,"(1.0, 0.7333333333333333, 0.47058823529411764, 1.0)","T22
0.21",True
all-mpnet-base-v2,22,Fact-Checking & Verification,415,,8.372394,9.658729,0.21112246811389923,"(1.0, 0.7333333333333333, 0.47058823529411764, 1.0)","T22
0.21",True
all-mpnet-base-v2,22,Fact-Checking & Verification,428,,8.286367,9.542346,0.21112246811389923,"(1.0, 0.7333333333333333, 0.47058823529411764, 1.0)","T22
0.21",True
